id,character_id,name,is_default,sort_order,image_url,image_local_url,combat_type,side,gender,species,tags,source_url
franklinrichards,franklinrichards,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/franklinrichards.png,/mff-assets/uniforms/franklinrichards.webp,Universal,Hero,Male,Human,"{""Energy Projection"",""Mind"",""Fantastic Four"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/franklinrichards/skills
gambit,gambit,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/gambit.png,/mff-assets/uniforms/gambit.webp,Blast,Hero,Male,Mutant,"{""Agility"",""Mind"",""Energy"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/gambit/skills
gambit1,gambit,Excalibur,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/gambit1.png,/mff-assets/uniforms/gambit1.webp,Blast,Hero,Male,Mutant,"{""Agility"",""Mind"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/gambit1/skills
gambit2,gambit,X-Men Year-End Party,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/gambit2.png,/mff-assets/uniforms/gambit2.webp,Blast,Hero,Male,Mutant,"{""Agility"",""Mind"",""Energy"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/gambit2/skills
gamora,gamora,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/gamora.png,/mff-assets/uniforms/gamora.webp,Speed,Hero,Female,Alien,"{""Agility"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/gamora/skills
gamora1,gamora,"All-New, All-Different",false,1,https://thanosvibs.money/images-thumbnails/portraits/md/gamora1.png,/mff-assets/uniforms/gamora1.webp,Speed,Hero,Female,Alien,"{""Agility"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/gamora1/skills
gamora2,gamora,Guardians of the Galaxy 2,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/gamora2.png,/mff-assets/uniforms/gamora2.webp,Speed,Hero,Female,Alien,"{""Agility"",""Weapons Master"",""Physical"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/gamora2/skills
gamora4,gamora,Marvel Studios' Guardians of the Galaxy 3,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/gamora4.png,/mff-assets/uniforms/gamora4.webp,Speed,Hero,Female,Alien,"{""Agility"",""Weapons Master"",""Guardians of the Galaxy"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/gamora4/skills
gamora3,gamora,Requiem,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/gamora3.png,/mff-assets/uniforms/gamora3.webp,Speed,Villain,Female,Alien,"{""Agility"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/gamora3/skills
gamora5,gamora,Wastelanders,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/gamora5.png,/mff-assets/uniforms/gamora5.webp,Speed,Hero,Female,Alien,"{""Agility"",""Weapons Master"",""Guardians of the Galaxy"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/gamora5/skills
ghost,ghost,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/ghost.png,/mff-assets/uniforms/ghost.webp,Speed,Villain,Male,Human,"{""Weapons Master"",""Machine"",""Energy"",""Instinct:Cruelty"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/ghost/skills
ghost1,ghost,Marvel Studios' Ant-Man and the Wasp,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/ghost1.png,/mff-assets/uniforms/ghost1.webp,Speed,Villain,Female,Human,"{""Weapons Master"",""Machine"",""Physical"",""Energy"",""Instinct:Cruelty"",""Source:Mcu"",""Tier-3""}",https://thanosvibs.money/api/characters/ghost1/skills
ghost2,ghost,Marvel Studios' Thunderbolts*,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/ghost2.png,/mff-assets/uniforms/ghost2.webp,Speed,Hero,Female,Human,"{""Weapons Master"",""Machine"",""Thunderbolts"",""Energy"",""Instinct:Cruelty"",""Source:Mcu"",""Tier-3""}",https://thanosvibs.money/api/characters/ghost2/skills
ghostpanther,ghostpanther,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/ghostpanther.png,/mff-assets/uniforms/ghostpanther.webp,Universal,Hero,Male,Human,"{""Agility"",""Flame"",""Infinity Warps"",""Physical"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/ghostpanther/skills
ghostrider,ghostrider,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/ghostrider.png,/mff-assets/uniforms/ghostrider.webp,Universal,Hero,Male,Human,"{""Leadership"",""Flame"",""Energy"",""Fire"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/ghostrider/skills
ghostrider1,ghostrider,70's Classic,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/ghostrider1.png,/mff-assets/uniforms/ghostrider1.webp,Universal,Hero,Male,Human,"{""Leadership"",""Flame"",""Energy"",""Fire"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/ghostrider1/skills
ghostrider2,ghostrider,Inhumans: Attilan Rising,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/ghostrider2.png,/mff-assets/uniforms/ghostrider2.webp,Universal,Hero,Male,Human,"{""Leadership"",""Flame"",""Energy"",""Fire"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/ghostrider2/skills
ghostrider3,ghostrider,King of Hell,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/ghostrider3.png,/mff-assets/uniforms/ghostrider3.webp,Universal,Hero,Male,Human,"{""Leadership"",""Flame"",""Energy"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/ghostrider3/skills
ghostrider4,ghostrider,Rage Returned,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/ghostrider4.png,/mff-assets/uniforms/ghostrider4.webp,Universal,Hero,Male,Human,"{""Leadership"",""Flame"",""Energy"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/ghostrider4/skills
ghostrider5,ghostrider,Savage Avengers,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/ghostrider5.png,/mff-assets/uniforms/ghostrider5.webp,Universal,Hero,Male,Human,"{""Leadership"",""Flame"",""Energy"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/ghostrider5/skills
robbiereyes,ghostriderrobbiereyes,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/robbiereyes.png,/mff-assets/uniforms/robbiereyes.webp,Universal,Hero,Male,Human,"{""Fast Movement"",""Flame"",""Energy"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/robbiereyes/skills
robbiereyes1,ghostriderrobbiereyes,Lord of Vengeance,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/robbiereyes1.png,/mff-assets/uniforms/robbiereyes1.webp,Universal,Hero,Male,Human,"{""Fast Movement"",""Flame"",""Energy"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/robbiereyes1/skills
giantman,giantman,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/giantman.png,/mff-assets/uniforms/giantman.webp,Combat,Hero,Male,Human,"{""Strong"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/giantman/skills
giantman1,giantman,Modern · Goliath,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/giantman1.png,/mff-assets/uniforms/giantman1.webp,Combat,Hero,Male,Human,"{""Strong"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended"",""Alias:Goliath""}",https://thanosvibs.money/api/characters/giantman1/skills
giantman2,giantman,Ultron Pym,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/giantman2.png,/mff-assets/uniforms/giantman2.webp,Universal,Villain,Male,Human,"{""Strong"",""Energy"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/giantman2/skills
gilgamesh,gilgamesh,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/gilgamesh.png,/mff-assets/uniforms/gilgamesh.webp,Combat,Hero,Male,Alien,"{""Strong"",""Eternals"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/gilgamesh/skills
gilgamesh1,gilgamesh,Marvel Studios' Eternals,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/gilgamesh1.png,/mff-assets/uniforms/gilgamesh1.webp,Combat,Hero,Male,Alien,"{""Strong"",""Eternals"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Transcended""}",https://thanosvibs.money/api/characters/gilgamesh1/skills
gladiator,gladiator,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/gladiator.png,/mff-assets/uniforms/gladiator.webp,Combat,Hero,Male,Alien,"{""Annihilators"",""Strong"",""Leadership"",""Physical"",""Cold"",""Fire"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/gladiator/skills
gladiator1,gladiator,Thanos: The Infinity Revelation,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/gladiator1.png,/mff-assets/uniforms/gladiator1.webp,Combat,Hero,Male,Alien,"{""Annihilators"",""Strong"",""Leadership"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/gladiator1/skills
goliath,goliath,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/goliath.png,/mff-assets/uniforms/goliath.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/goliath/skills
gorgon,gorgon,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/gorgon.png,/mff-assets/uniforms/gorgon.webp,Combat,Hero,Male,Inhuman,"{""Strong"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/gorgon/skills
gorillaman,gorillaman,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/gorillaman.png,/mff-assets/uniforms/gorillaman.webp,Combat,Hero,Male,Human,"{""Strong"",""Agility"",""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/gorillaman/skills
gorr1,gorr,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/gorr1.png,/mff-assets/uniforms/gorr1.webp,Universal,Villain,Male,Alien,"{""Healing"",""Pure Evil"",""Fast Movement"",""Physical"",""Instinct:Destruction"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/gorr1/skills
gorr2,gorr,The God Butcher,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/gorr2.png,/mff-assets/uniforms/gorr2.webp,Universal,Villain,Male,Alien,"{""Healing"",""Pure Evil"",""Symbiote"",""Physical"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/gorr2/skills
greengoblin,greengoblin,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/greengoblin.png,/mff-assets/uniforms/greengoblin.webp,Speed,Villain,Male,Human,"{""Poison"",""Fast Movement"",""Sinister Six"",""Energy"",""Instinct:Cruelty"",""Source:Comic"",""Tier-3"",""Tier-4""}",https://thanosvibs.money/api/characters/greengoblin/skills
greengoblin2,greengoblin,Dark Avengers,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/greengoblin2.png,/mff-assets/uniforms/greengoblin2.webp,Blast,Villain,Male,Human,"{""Dark Avengers"",""Machine"",""Energy Projection"",""Energy"",""Instinct:Cruelty"",""Source:Comic"",""Tier-3"",""Tier-4""}",https://thanosvibs.money/api/characters/greengoblin2/skills
greengoblin5,greengoblin,Gold Goblin,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/greengoblin5.png,/mff-assets/uniforms/greengoblin5.webp,Speed,Hero,Male,Human,"{""Poison"",""Fast Movement"",""Sinister Six"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/greengoblin5/skills
greengoblin4,greengoblin,Red Goblin,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/greengoblin4.png,/mff-assets/uniforms/greengoblin4.webp,Speed,Villain,Male,Human,"{""Poison"",""Fast Movement"",""Sinister Six"",""Energy"",""Fire"",""Instinct:Cruelty"",""Source:Comic"",""Tier-3"",""Flame"",""Tier-4""}",https://thanosvibs.money/api/characters/greengoblin4/skills
greengoblin3,greengoblin,Spider-Man: No Way Home,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/greengoblin3.png,/mff-assets/uniforms/greengoblin3.webp,Speed,Villain,Male,Human,"{""Poison"",""Fast Movement"",""Sinister Six"",""Energy"",""Instinct:Cruelty"",""Source:Mcu"",""Tier-3"",""Tier-4""}",https://thanosvibs.money/api/characters/greengoblin3/skills
greengoblin1,greengoblin,Ultimate,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/greengoblin1.png,/mff-assets/uniforms/greengoblin1.webp,Combat,Villain,Male,Human,"{""Flame"",""Fast Movement"",""Sinister Six"",""Physical"",""Fire"",""Energy"",""Instinct:Cruelty"",""Source:Comic"",""Tier-3"",""Tier-4""}",https://thanosvibs.money/api/characters/greengoblin1/skills
groot,groot,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/groot.png,/mff-assets/uniforms/groot.webp,Combat,Hero,Male,Alien,"{""Healing"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/groot/skills
groot2,groot,Guardians of the Galaxy 2,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/groot2.png,/mff-assets/uniforms/groot2.webp,Speed,Hero,Male,Alien,"{""Healing"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/groot2/skills
groot3,groot,Marvel Studios' Avengers: Infinity War,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/groot3.png,/mff-assets/uniforms/groot3.webp,Combat,Hero,Male,Alien,"{""Healing"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/groot3/skills
groot5,groot,Marvel Studios' Guardians of the Galaxy 3,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/groot5.png,/mff-assets/uniforms/groot5.webp,Combat,Hero,Male,Alien,"{""Healing"",""Guardians of the Galaxy"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/groot5/skills
groot6,groot,Planet X Palm,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/groot6.png,/mff-assets/uniforms/groot6.webp,Combat,Hero,Male,Alien,"{""Healing"",""Guardians of the Galaxy"",""Physical"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/groot6/skills
groot1,groot,Secret Wars: Thors,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/groot1.png,/mff-assets/uniforms/groot1.webp,Universal,Hero,Male,Alien,"{""Healing"",""Physical"",""Lightning"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/groot1/skills
groot4,groot,Snowflake Festival,false,6,https://thanosvibs.money/images-thumbnails/portraits/md/groot4.png,/mff-assets/uniforms/groot4.webp,Speed,Hero,Male,Alien,"{""Healing"",""Physical"",""Lightning"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/groot4/skills
gwenpool,gwenpool,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/gwenpool.png,/mff-assets/uniforms/gwenpool.webp,Speed,Hero,Female,Human,"{""Agility"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/gwenpool/skills
gwenpool3,gwenpool,April Pools,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/gwenpool3.png,/mff-assets/uniforms/gwenpool3.webp,Speed,Hero,Female,Human,"{""Agility"",""Physical"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/gwenpool3/skills
gwenpool4,gwenpool,Dark Gwenpool,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/gwenpool4.png,/mff-assets/uniforms/gwenpool4.webp,Speed,Villain,Female,Human,"{""Agility"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/gwenpool4/skills
gwenpool1,gwenpool,Gwen Poole,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/gwenpool1.png,/mff-assets/uniforms/gwenpool1.webp,Speed,Hero,Female,Human,"{""Agility"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/gwenpool1/skills
gwenpool2,gwenpool,Holiday Party,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/gwenpool2.png,/mff-assets/uniforms/gwenpool2.webp,Speed,Hero,Female,Human,"{""Agility"",""Physical"",""Cold"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/gwenpool2/skills
hades,hadespluto,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/hades.png,/mff-assets/uniforms/hades.webp,Universal,Villain,Male,Alien,"{""Hellfire"",""Pure Evil"",""Olympus"",""Energy"",""Fire"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/hades/skills
havok,havok,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/havok.png,/mff-assets/uniforms/havok.webp,Blast,Hero,Male,Mutant,"{""Energy Projection"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/havok/skills
hawkeye,hawkeye,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/hawkeye.png,/mff-assets/uniforms/hawkeye.webp,Speed,Hero,Male,Human,"{""Weapons Master"",""Agent"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/hawkeye/skills
