id,appearance_ability_id,stage_id,stage_order,effect_order,source_effect_id,ability_code,effect_name,description,duration,tick,persistent,metadata
appearance-ability:doctoroctopus:passive:stage:100173101:0:effect:1001731011:0,appearance-ability:doctoroctopus:passive,100173101,1,1,1001731011,25,PHYSICAL ATTACK ↑,15% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>15%</b> increase of Physical Attack.""}"
appearance-ability:doctoroctopus:tier-2-passive:stage:100177001:0:effect:1001770011:0,appearance-ability:doctoroctopus:tier-2-passive,100177001,1,1,1001770011,112,IGNORE DODGE,Ignores target's Dodge Rate by 30%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>30%</b>.""}"
appearance-ability:doctoroctopus:tier-2-passive:stage:100177001:0:effect:1001770012:1,appearance-ability:doctoroctopus:tier-2-passive,100177001,1,2,1001770012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 25%, increases Bonus Damage by 25%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>25%</b>, increases Bonus Damage by <b>25%</b>.""}"
appearance-ability:doctoroctopus1:leader-skill:stage:100172006:0:effect:1001720061:0,appearance-ability:doctoroctopus1:leader-skill,100172006,1,1,1001720061,11,MAX HP ↑,30% increase of HP.,,,false,"{""rawDescription"":""<b>30%</b> increase of HP.""}"
appearance-ability:doctoroctopus1:passive:stage:100173201:0:effect:1001732011:0,appearance-ability:doctoroctopus1:passive,100173201,1,1,1001732011,25,PHYSICAL ATTACK ↑,15% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>15%</b> increase of Physical Attack.""}"
appearance-ability:doctoroctopus1:tier-2-passive:stage:100177101:0:effect:1001771011:0,appearance-ability:doctoroctopus1:tier-2-passive,100177101,1,1,1001771011,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 20%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>20%</b>""}"
appearance-ability:doctoroctopus1:tier-2-passive:stage:100177101:0:effect:1001771012:1,appearance-ability:doctoroctopus1:tier-2-passive,100177101,1,2,1001771012,117,SUMMONED CHARACTER STATS ↑,"Increases summoned characters' Basic Attacks and Basic Defenses by 18%, Increases HP by 0%, increases duration of summoned characters by 0%.",,,false,"{""rawDescription"":""Increases summoned characters' Basic Attacks and Basic Defenses by <b>18%</b>,<br>Increases HP by <b>0%</b>, increases duration of summoned characters by <b>0%</b>.""}"
appearance-ability:doctoroctopus1:tier-2-passive:stage:100177101:0:effect:1001771013:2,appearance-ability:doctoroctopus1:tier-2-passive,100177101,1,3,1001771013,119,DURATION INCREASE,2 s increase to the duration of 205.,,,false,"{""rawDescription"":""<b>2</b>s increase to the duration of <b>205</b>.""}"
appearance-ability:doctoroctopus1:uniform-passive:stage:100175001:0:effect:1001750011:0,appearance-ability:doctoroctopus1:uniform-passive,100175001,1,1,1001750011,284,SKILL DAMAGE ↑,Increases basic damage by 120% for 2 attack(s).,5,,false,"{""rawDescription"":""Increases basic damage by <b>120%</b> for <b>2</b> attack(s).""}"
appearance-ability:doctoroctopus2:leader-skill:stage:100172006:0:effect:1001720061:0,appearance-ability:doctoroctopus2:leader-skill,100172006,1,1,1001720061,11,MAX HP ↑,30% increase of HP.,,,false,"{""rawDescription"":""<b>30%</b> increase of HP.""}"
appearance-ability:doctoroctopus2:passive:stage:100173401:0:effect:1001734011:0,appearance-ability:doctoroctopus2:passive,100173401,1,1,1001734011,25,PHYSICAL ATTACK ↑,20% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>20%</b> increase of Physical Attack.""}"
appearance-ability:doctoroctopus2:tier-2-passive:stage:100177201:0:effect:1001772011:0,appearance-ability:doctoroctopus2:tier-2-passive,100177201,1,1,1001772011,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 20%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>20%</b>""}"
appearance-ability:doctoroctopus2:tier-2-passive:stage:100177201:0:effect:1001772012:1,appearance-ability:doctoroctopus2:tier-2-passive,100177201,1,2,1001772012,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 10% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>10%</b> when attacking.""}"
appearance-ability:doctoroctopus2:uniform-passive:stage:100175101:0:effect:1001751011:0,appearance-ability:doctoroctopus2:uniform-passive,100175101,1,1,1001751011,284,SKILL DAMAGE ↑,Increases basic damage by 200% for 1 attack(s).,5,,false,"{""rawDescription"":""Increases basic damage by <b>200%</b> for <b>1</b> attack(s).""}"
appearance-ability:doctoroctopus3:leader-skill:stage:100172006:0:effect:1001720061:0,appearance-ability:doctoroctopus3:leader-skill,100172006,1,1,1001720061,11,MAX HP ↑,30% increase of HP.,,,false,"{""rawDescription"":""<b>30%</b> increase of HP.""}"
appearance-ability:doctoroctopus3:passive:stage:100175301:0:effect:1001753011:0,appearance-ability:doctoroctopus3:passive,100175301,1,1,1001753011,25,PHYSICAL ATTACK ↑,40% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>40%</b> increase of Physical Attack.""}"
appearance-ability:doctoroctopus3:passive:stage:100175301:0:effect:1001753012:1,appearance-ability:doctoroctopus3:passive,100175301,1,2,1001753012,314,Decreases all basic damage,Decreases basic damage received by 20%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>20%</b>.""}"
appearance-ability:doctoroctopus3:tier-2-passive:stage:100175401:0:effect:1001754011:0,appearance-ability:doctoroctopus3:tier-2-passive,100175401,1,1,1001754011,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 20% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>20%</b> when attacking.""}"
appearance-ability:doctoroctopus3:tier-2-passive:stage:100175401:0:effect:1001754012:1,appearance-ability:doctoroctopus3:tier-2-passive,100175401,1,2,1001754012,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>25%</b>""}"
appearance-ability:doctoroctopus3:tier-2-passive:stage:100175401:0:effect:1001754013:2,appearance-ability:doctoroctopus3:tier-2-passive,100175401,1,3,1001754013,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 35%, increases Bonus Damage by 35%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>35%</b>, increases Bonus Damage by <b>35%</b>.""}"
appearance-ability:doctoroctopus3:uniform-passive:stage:100175501:0:effect:1001755011:0,appearance-ability:doctoroctopus3:uniform-passive,100175501,1,1,1001755011,284,SKILL DAMAGE ↑,Increases basic damage by 200% for 1 attack(s).,5,,false,"{""rawDescription"":""Increases basic damage by <b>200%</b> for <b>1</b> attack(s).""}"
appearance-ability:doctoroctopus3:uniform-passive:stage:100175501:0:effect:1001755012:1,appearance-ability:doctoroctopus3:uniform-passive,100175501,1,2,1001755012,18,HP RECOVERY,Recovers 15% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>15%</b> of HP.""}"
appearance-ability:doctoroctopus4:leader-skill:stage:100172006:0:effect:1001720061:0,appearance-ability:doctoroctopus4:leader-skill,100172006,1,1,1001720061,11,MAX HP ↑,30% increase of HP.,,,false,"{""rawDescription"":""<b>30%</b> increase of HP.""}"
appearance-ability:doctoroctopus4:passive:stage:100177601:0:effect:1001776011:0,appearance-ability:doctoroctopus4:passive,100177601,1,1,1001776011,25,PHYSICAL ATTACK ↑,50% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>50%</b> increase of Physical Attack.""}"
appearance-ability:doctoroctopus4:passive:stage:100177601:0:effect:1001776012:1,appearance-ability:doctoroctopus4:passive,100177601,1,2,1001776012,314,Decreases all basic damage,Decreases basic damage received by 25%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>25%</b>.""}"
appearance-ability:doctoroctopus4:tier-2-passive:stage:100177701:0:effect:1001777011:0,appearance-ability:doctoroctopus4:tier-2-passive,100177701,1,1,1001777011,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 20% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>20%</b> when attacking.""}"
appearance-ability:doctoroctopus4:tier-2-passive:stage:100177701:0:effect:1001777012:1,appearance-ability:doctoroctopus4:tier-2-passive,100177701,1,2,1001777012,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>25%</b>""}"
appearance-ability:doctoroctopus4:tier-2-passive:stage:100177701:0:effect:1001777013:2,appearance-ability:doctoroctopus4:tier-2-passive,100177701,1,3,1001777013,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 35%, increases Bonus Damage by 35%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>35%</b>, increases Bonus Damage by <b>35%</b>.""}"
appearance-ability:doctoroctopus4:uniform-passive:stage:100177301:0:effect:1001773011:0,appearance-ability:doctoroctopus4:uniform-passive,100177301,1,1,1001773011,112,IGNORE DODGE,Ignores target's Dodge Rate by 20%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>20%</b>.""}"
appearance-ability:doctoroctopus4:uniform-passive:stage:100177301:0:effect:1001773012:1,appearance-ability:doctoroctopus4:uniform-passive,100177301,1,2,1001773012,11,MAX HP ↑,25% increase of HP.,,,false,"{""rawDescription"":""<b>25%</b> increase of HP.""}"
appearance-ability:elsabloodstone:leader-skill:stage:100632006:0:effect:1006320061:0,appearance-ability:elsabloodstone:leader-skill,100632006,1,1,1006320061,25,PHYSICAL ATTACK ↑,30% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Physical Attack.""}"
appearance-ability:elsabloodstone:passive:stage:100630401:0:effect:1006304011:0,appearance-ability:elsabloodstone:passive,100630401,1,1,1006304011,285,ACTIVATES GUARD BREAK,Guard Breaks activate for 1 attacks.,3,,false,"{""rawDescription"":""Guard Breaks activate for <b>1</b> attacks.""}"
appearance-ability:elsabloodstone:tier-2-passive:stage:100637001:0:effect:1006370011:0,appearance-ability:elsabloodstone:tier-2-passive,100637001,1,1,1006370011,258,ALL DAMAGE IMMUNE,100% chance to grant All Damage Immunity,5,,false,"{""rawDescription"":""<b>100%</b> chance to grant All Damage Immunity""}"
appearance-ability:elsabloodstone:tier-2-passive:stage:100637001:0:effect:1006370012:1,appearance-ability:elsabloodstone:tier-2-passive,100637001,1,2,1006370012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 24%,10,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>24%</b>""}"
appearance-ability:elsabloodstone:tier-2-passive:stage:100637001:0:effect:1006370013:2,appearance-ability:elsabloodstone:tier-2-passive,100637001,1,3,1006370013,120,PIERCE,100% chance to penetrate with Barrier effect.,10,,false,"{""rawDescription"":""<b>100%</b> chance to penetrate with <b>Barrier</b> effect.""}"
appearance-ability:elsabloodstone1:leader-skill:stage:100632006:0:effect:1006320061:0,appearance-ability:elsabloodstone1:leader-skill,100632006,1,1,1006320061,25,PHYSICAL ATTACK ↑,30% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Physical Attack.""}"
appearance-ability:elsabloodstone1:passive:stage:100630401:0:effect:1006304011:0,appearance-ability:elsabloodstone1:passive,100630401,1,1,1006304011,285,ACTIVATES GUARD BREAK,Guard Breaks activate for 1 attacks.,3,,false,"{""rawDescription"":""Guard Breaks activate for <b>1</b> attacks.""}"
appearance-ability:elsabloodstone1:tier-2-passive:stage:100637101:0:effect:1006371011:0,appearance-ability:elsabloodstone1:tier-2-passive,100637101,1,1,1006371011,258,ALL DAMAGE IMMUNE,100% chance to grant All Damage Immunity,5,,false,"{""rawDescription"":""<b>100%</b> chance to grant All Damage Immunity""}"
appearance-ability:elsabloodstone1:tier-2-passive:stage:100637101:0:effect:1006371012:1,appearance-ability:elsabloodstone1:tier-2-passive,100637101,1,2,1006371012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 24%,10,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>24%</b>""}"
appearance-ability:elsabloodstone1:tier-2-passive:stage:100637101:0:effect:1006371013:2,appearance-ability:elsabloodstone1:tier-2-passive,100637101,1,3,1006371013,120,PIERCE,100% chance to penetrate with Barrier effect.,10,,false,"{""rawDescription"":""<b>100%</b> chance to penetrate with <b>Barrier</b> effect.""}"
appearance-ability:elsabloodstone1:uniform-passive:stage:100635001:0:effect:1006350011:0,appearance-ability:elsabloodstone1:uniform-passive,100635001,1,1,1006350011,252,FRENZY,"Increases all Basic Attacks and Defense by 30%, all speed by 8%, and Critical Rate by 35%, removes Incapacitation",15,,false,"{""rawDescription"":""Increases all Basic Attacks and Defense by <b>30%</b>, all speed by <b>8%</b>, and Critical Rate by <b>35%</b>, removes Incapacitation""}"
appearance-ability:elsabloodstone1:uniform-passive:stage:100635001:0:effect:1006350012:1,appearance-ability:elsabloodstone1:uniform-passive,100635001,1,2,1006350012,19,COOLDOWN DURATION ↓,Decreases Skill Cooldown by 35%.,15,,false,"{""rawDescription"":""Decreases Skill Cooldown by <b>35%</b>.""}"
appearance-ability:elsabloodstone2:leader-skill:stage:100632006:0:effect:1006320061:0,appearance-ability:elsabloodstone2:leader-skill,100632006,1,1,1006320061,25,PHYSICAL ATTACK ↑,30% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Physical Attack.""}"
appearance-ability:elsabloodstone2:passive:stage:100630401:0:effect:1006304011:0,appearance-ability:elsabloodstone2:passive,100630401,1,1,1006304011,285,ACTIVATES GUARD BREAK,Guard Breaks activate for 1 attacks.,3,,false,"{""rawDescription"":""Guard Breaks activate for <b>1</b> attacks.""}"
appearance-ability:elsabloodstone2:tier-2-passive:stage:100637201:0:effect:1006372011:0,appearance-ability:elsabloodstone2:tier-2-passive,100637201,1,1,1006372011,258,ALL DAMAGE IMMUNE,100% chance to grant All Damage Immunity,5,,false,"{""rawDescription"":""<b>100%</b> chance to grant All Damage Immunity""}"
appearance-ability:elsabloodstone2:tier-2-passive:stage:100637201:0:effect:1006372012:1,appearance-ability:elsabloodstone2:tier-2-passive,100637201,1,2,1006372012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 24%,10,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>24%</b>""}"
appearance-ability:elsabloodstone2:tier-2-passive:stage:100637201:0:effect:1006372013:2,appearance-ability:elsabloodstone2:tier-2-passive,100637201,1,3,1006372013,120,PIERCE,100% chance to penetrate with Barrier effect.,10,,false,"{""rawDescription"":""<b>100%</b> chance to penetrate with <b>Barrier</b> effect.""}"
appearance-ability:elsabloodstone2:uniform-passive:stage:100635101:0:effect:1006351011:0,appearance-ability:elsabloodstone2:uniform-passive,100635101,1,1,1006351011,252,FRENZY,"Increases all Basic Attacks and Defense by 30%, all speed by 8%, and Critical Rate by 35%, removes Incapacitation",15,,false,"{""rawDescription"":""Increases all Basic Attacks and Defense by <b>30%</b>, all speed by <b>8%</b>, and Critical Rate by <b>35%</b>, removes Incapacitation""}"
appearance-ability:elsabloodstone2:uniform-passive:stage:100635101:0:effect:1006351012:1,appearance-ability:elsabloodstone2:uniform-passive,100635101,1,2,1006351012,19,COOLDOWN DURATION ↓,Decreases Skill Cooldown by 35%.,15,,false,"{""rawDescription"":""Decreases Skill Cooldown by <b>35%</b>.""}"
appearance-ability:gambit:leader-skill:stage:101732006:0:effect:1017320061:0,appearance-ability:gambit:leader-skill,101732006,1,1,1017320061,112,IGNORE DODGE,Ignores target's Dodge Rate by 50%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>50%</b>.""}"
appearance-ability:gambit:passive:stage:101730401:0:effect:1017304011:0,appearance-ability:gambit:passive,101730401,1,1,1017304011,7,CRITICAL DAMAGE ↑,Critical Damage increases by 30%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>30%</b>.""}"
appearance-ability:gambit:tier-2-passive:stage:101737001:0:effect:1017370011:0,appearance-ability:gambit:tier-2-passive,101737001,1,1,1017370011,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>30%</b>""}"
appearance-ability:gambit:tier-2-passive:stage:101737001:0:effect:1017370012:1,appearance-ability:gambit:tier-2-passive,101737001,1,2,1017370012,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 20% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>20%</b> when attacking.""}"
appearance-ability:gambit:tier-2-passive:stage:101737001:0:effect:1017370013:2,appearance-ability:gambit:tier-2-passive,101737001,1,3,1017370013,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 32%, increases Bonus Damage by 15%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>32%</b>, increases Bonus Damage by <b>15%</b>.""}"
