id,appearance_id,kind,source_skill_type,source_skill_id,name,cooldown,target,activation,icon,sort_order,source_url,raw_data
appearance-ability:wolverine7:leader-skill,wolverine7,leader,Leader Skill,101252006,Fighting Spirit,0,All Allies,,icon_wolverine_skill20,0,https://thanosvibs.money/api/characters/wolverine7/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Marvel Studios' Deadpool & Wolverine"",""baseCharacter"":false,""sourceSkillId"":""101252006""}"
appearance-ability:wolverine7:passive,wolverine7,passive,Passive,121251001,Regenerative Healing Factor,0,,when HP is below 99 %,icon_wolverine_skill27,1,https://thanosvibs.money/api/characters/wolverine7/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Marvel Studios' Deadpool & Wolverine"",""baseCharacter"":false,""sourceSkillId"":""121251001""}"
appearance-ability:wolverine7:tier-2-passive,wolverine7,passive,Tier-2 Passive,101257801,Weapon X,0,,,icon_wolverine_skill70,2,https://thanosvibs.money/api/characters/wolverine7/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Marvel Studios' Deadpool & Wolverine"",""baseCharacter"":false,""sourceSkillId"":""101257801""}"
appearance-ability:wolverine7:uniform-passive,wolverine7,uniform_effect,Uniform Passive,121253101,Marvel Studios' Deadpool & Wolverine,0,,when HP is below 30 %,wolverine7,3,https://thanosvibs.money/api/characters/wolverine7/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Marvel Studios' Deadpool & Wolverine"",""baseCharacter"":false,""sourceSkillId"":""121253101""}"
appearance-ability:ares:leader-skill,ares,leader,Leader Skill,102372006,Warrior's Roar,0,All Allies,,icon_ares_skill20,0,https://thanosvibs.money/api/characters/ares/skills,"{""character"":""Ares"",""characterId"":""ares"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102372006""}"
appearance-ability:ares:passive,ares,passive,Passive,102370401,Immortal Body,1,,when HP is below 99 %,icon_ares_skill04,1,https://thanosvibs.money/api/characters/ares/skills,"{""character"":""Ares"",""characterId"":""ares"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102370401""}"
appearance-ability:ares:tier-2-passive,ares,passive,Tier-2 Passive,102377001,God of Battle,0,,when skill (Regular Attacks Excluded) is used,icon_ares_skill70,2,https://thanosvibs.money/api/characters/ares/skills,"{""character"":""Ares"",""characterId"":""ares"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102377001""}"
appearance-ability:ares1:leader-skill,ares1,leader,Leader Skill,102372006,Warrior's Roar,0,All Allies,,icon_ares_skill20,0,https://thanosvibs.money/api/characters/ares1/skills,"{""character"":""Ares"",""characterId"":""ares"",""uniform"":""Punisher"",""baseCharacter"":false,""sourceSkillId"":""102372006""}"
appearance-ability:ares1:passive,ares1,passive,Passive,102374101,Immortal Body,1,,when HP is below 99 %,icon_ares_skill04,1,https://thanosvibs.money/api/characters/ares1/skills,"{""character"":""Ares"",""characterId"":""ares"",""uniform"":""Punisher"",""baseCharacter"":false,""sourceSkillId"":""102374101""}"
appearance-ability:ares1:tier-2-passive,ares1,passive,Tier-2 Passive,102374201,God of Battle,0,,,icon_ares_skill70,2,https://thanosvibs.money/api/characters/ares1/skills,"{""character"":""Ares"",""characterId"":""ares"",""uniform"":""Punisher"",""baseCharacter"":false,""sourceSkillId"":""102374201""}"
appearance-ability:ares1:uniform-passive,ares1,uniform_effect,Uniform Passive,102374301,Punisher,0,,,ares1,3,https://thanosvibs.money/api/characters/ares1/skills,"{""character"":""Ares"",""characterId"":""ares"",""uniform"":""Punisher"",""baseCharacter"":false,""sourceSkillId"":""102374301""}"
appearance-ability:betaraybill:leader-skill,betaraybill,leader,Leader Skill,102222006,Storm Force,0,All Allies,,icon_betaraybill_skill20,0,https://thanosvibs.money/api/characters/betaraybill/skills,"{""character"":""Beta Ray Bill"",""characterId"":""betaraybill"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102222006""}"
appearance-ability:betaraybill:passive,betaraybill,passive,Passive,102220401,Korbinite Strength,0,,when HP is below 45 %,icon_betaraybill_skill04,1,https://thanosvibs.money/api/characters/betaraybill/skills,"{""character"":""Beta Ray Bill"",""characterId"":""betaraybill"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102220401""}"
appearance-ability:betaraybill:tier-2-passive,betaraybill,passive,Tier-2 Passive,102227001,Breaker of Storms,0,,,icon_betaraybill_skill70,2,https://thanosvibs.money/api/characters/betaraybill/skills,"{""character"":""Beta Ray Bill"",""characterId"":""betaraybill"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102227001""}"
appearance-ability:betaraybill1:leader-skill,betaraybill1,leader,Leader Skill,102224506,Champion of Muspelheim,0,All Allies,,icon_betaraybill_skill20,0,https://thanosvibs.money/api/characters/betaraybill1/skills,"{""character"":""Beta Ray Bill"",""characterId"":""betaraybill"",""uniform"":""Beta Ray Bill"",""baseCharacter"":false,""sourceSkillId"":""102224506""}"
appearance-ability:betaraybill1:passive,betaraybill1,passive,Passive,102220401,Korbinite Strength,0,,when HP is below 45 %,icon_betaraybill_skill04,1,https://thanosvibs.money/api/characters/betaraybill1/skills,"{""character"":""Beta Ray Bill"",""characterId"":""betaraybill"",""uniform"":""Beta Ray Bill"",""baseCharacter"":false,""sourceSkillId"":""102220401""}"
appearance-ability:betaraybill1:tier-2-passive,betaraybill1,passive,Tier-2 Passive,102224601,Twilight's Protection,0,,,icon_betaraybill_skill11,2,https://thanosvibs.money/api/characters/betaraybill1/skills,"{""character"":""Beta Ray Bill"",""characterId"":""betaraybill"",""uniform"":""Beta Ray Bill"",""baseCharacter"":false,""sourceSkillId"":""102224601""}"
appearance-ability:betaraybill1:uniform-passive,betaraybill1,uniform_effect,Uniform Passive,102224701,Beta Ray Bill,0,Alien Allies,,betaraybill1,3,https://thanosvibs.money/api/characters/betaraybill1/skills,"{""character"":""Beta Ray Bill"",""characterId"":""betaraybill"",""uniform"":""Beta Ray Bill"",""baseCharacter"":false,""sourceSkillId"":""102224701""}"
appearance-ability:bluedragon:leader-skill,bluedragon,leader,Leader Skill,102102006,Sky Serpent,0,Warriors of the Sky Allies,,icon_bluedragon_skill20,0,https://thanosvibs.money/api/characters/bluedragon/skills,"{""character"":""Blue Dragon"",""characterId"":""bluedragon"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102102006""}"
appearance-ability:bluedragon:passive,bluedragon,passive,Passive,102102401,Dragon's Claw,0,,,icon_bluedragon_skill04,1,https://thanosvibs.money/api/characters/bluedragon/skills,"{""character"":""Blue Dragon"",""characterId"":""bluedragon"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102102401""}"
appearance-ability:bluedragon:tier-2-passive,bluedragon,passive,Tier-2 Passive,102107001,Thunderscale,0,,,icon_bluedragon_skill70,2,https://thanosvibs.money/api/characters/bluedragon/skills,"{""character"":""Blue Dragon"",""characterId"":""bluedragon"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102107001""}"
appearance-ability:bluedragon1:leader-skill,bluedragon1,leader,Leader Skill,102102706,Sky Serpent,0,Warriors of the Sky Allies,,icon_bluedragon_skill20,0,https://thanosvibs.money/api/characters/bluedragon1/skills,"{""character"":""Blue Dragon"",""characterId"":""bluedragon"",""uniform"":""Moon Temple Defenders"",""baseCharacter"":false,""sourceSkillId"":""102102706""}"
appearance-ability:bluedragon1:passive,bluedragon1,passive,Passive,102102901,Dragon's Claw,0,,,icon_bluedragon_skill04,1,https://thanosvibs.money/api/characters/bluedragon1/skills,"{""character"":""Blue Dragon"",""characterId"":""bluedragon"",""uniform"":""Moon Temple Defenders"",""baseCharacter"":false,""sourceSkillId"":""102102901""}"
appearance-ability:bluedragon1:tier-2-passive,bluedragon1,passive,Tier-2 Passive,102104601,Thunderscale,0,,,icon_bluedragon_skill70,2,https://thanosvibs.money/api/characters/bluedragon1/skills,"{""character"":""Blue Dragon"",""characterId"":""bluedragon"",""uniform"":""Moon Temple Defenders"",""baseCharacter"":false,""sourceSkillId"":""102104601""}"
appearance-ability:bluedragon1:uniform-passive,bluedragon1,uniform_effect,Uniform Passive,102105001,Moon Temple Defenders,0,,,bluedragon1,3,https://thanosvibs.money/api/characters/bluedragon1/skills,"{""character"":""Blue Dragon"",""characterId"":""bluedragon"",""uniform"":""Moon Temple Defenders"",""baseCharacter"":false,""sourceSkillId"":""102105001""}"
appearance-ability:bullseye:leader-skill,bullseye,leader,Leader Skill,100442006,Correct Arrow,0,All Allies,,icon_bullseye_skill20,0,https://thanosvibs.money/api/characters/bullseye/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100442006""}"
appearance-ability:bullseye:passive,bullseye,passive,Passive,100440401,Attacking a Vital Point,20,,5 % chance when attacking,icon_bullseye_skill04,1,https://thanosvibs.money/api/characters/bullseye/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100440401""}"
appearance-ability:bullseye:tier-2-passive,bullseye,passive,Tier-2 Passive,100447001,Madness Slayer,3,,when skill Madness Knife is used,icon_bullseye_skill70,2,https://thanosvibs.money/api/characters/bullseye/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100447001""}"
appearance-ability:bullseye1:leader-skill,bullseye1,leader,Leader Skill,100442006,Correct Arrow,0,All Allies,,icon_bullseye_skill20,0,https://thanosvibs.money/api/characters/bullseye1/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Secret Wars: 1872"",""baseCharacter"":false,""sourceSkillId"":""100442006""}"
appearance-ability:bullseye1:passive,bullseye1,passive,Passive,100440401,Attacking a Vital Point,20,,5 % chance when attacking,icon_bullseye_skill04,1,https://thanosvibs.money/api/characters/bullseye1/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Secret Wars: 1872"",""baseCharacter"":false,""sourceSkillId"":""100440401""}"
appearance-ability:bullseye1:tier-2-passive,bullseye1,passive,Tier-2 Passive,100447001,Madness Slayer,3,,when skill Madness Knife is used,icon_bullseye_skill70,2,https://thanosvibs.money/api/characters/bullseye1/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Secret Wars: 1872"",""baseCharacter"":false,""sourceSkillId"":""100447001""}"
appearance-ability:bullseye1:uniform-passive,bullseye1,uniform_effect,Uniform Passive,100445001,Secret Wars: 1872,0,,,bullseye1,3,https://thanosvibs.money/api/characters/bullseye1/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Secret Wars: 1872"",""baseCharacter"":false,""sourceSkillId"":""100445001""}"
appearance-ability:bullseye2:leader-skill,bullseye2,leader,Leader Skill,100442906,Correct Arrow,0,All Allies,,icon_bullseye_skill14,0,https://thanosvibs.money/api/characters/bullseye2/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Dark Avengers"",""baseCharacter"":false,""sourceSkillId"":""100442906""}"
appearance-ability:bullseye2:passive,bullseye2,passive,Passive,100441201,Attacking a Vital Point,20,,30 % rate when (Regular Attacks Excluded) skill is used,icon_bullseye_skill13,1,https://thanosvibs.money/api/characters/bullseye2/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Dark Avengers"",""baseCharacter"":false,""sourceSkillId"":""100441201""}"
appearance-ability:bullseye2:tier-2-passive,bullseye2,passive,Tier-2 Passive,100441301,Madness Slayer,0,,,icon_bullseye_skill15,2,https://thanosvibs.money/api/characters/bullseye2/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Dark Avengers"",""baseCharacter"":false,""sourceSkillId"":""100441301""}"
appearance-ability:bullseye2:uniform-passive,bullseye2,uniform_effect,Uniform Passive,100445101,Dark Avengers,0,,,bullseye2,3,https://thanosvibs.money/api/characters/bullseye2/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Dark Avengers"",""baseCharacter"":false,""sourceSkillId"":""100445101""}"
appearance-ability:bullseye3:leader-skill,bullseye3,leader,Leader Skill,100445406,Assassin's Eye,0,All Allies,,icon_bullseye_skill22,0,https://thanosvibs.money/api/characters/bullseye3/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Wastelanders"",""baseCharacter"":false,""sourceSkillId"":""100445406""}"
appearance-ability:bullseye3:passive,bullseye3,passive,Passive,100445201,Attacking a Vital Point,20,,30 % rate when (Regular Attacks Excluded) skill is used,icon_bullseye_skill23,1,https://thanosvibs.money/api/characters/bullseye3/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Wastelanders"",""baseCharacter"":false,""sourceSkillId"":""100445201""}"
appearance-ability:bullseye3:tier-2-passive,bullseye3,passive,Tier-2 Passive,100445301,Expert Assassin,0,,,icon_bullseye_skill24,2,https://thanosvibs.money/api/characters/bullseye3/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Wastelanders"",""baseCharacter"":false,""sourceSkillId"":""100445301""}"
appearance-ability:bullseye3:uniform-passive,bullseye3,uniform_effect,Uniform Passive,100445501,Wastelanders,0,,,bullseye3,3,https://thanosvibs.money/api/characters/bullseye3/skills,"{""character"":""Bullseye"",""characterId"":""bullseye"",""uniform"":""Wastelanders"",""baseCharacter"":false,""sourceSkillId"":""100445501""}"
appearance-ability:doctoroctopus:leader-skill,doctoroctopus,leader,Leader Skill,100172006,Critical Electric Arm,0,All Allies,,icon_drocto_skill20,0,https://thanosvibs.money/api/characters/doctoroctopus/skills,"{""character"":""Doctor Octopus"",""characterId"":""doctoroctopus"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""100172006""}"
appearance-ability:doctoroctopus:passive,doctoroctopus,passive,Passive,100173101,Mutagenic Growth,0,,,icon_drocto_skill04,1,https://thanosvibs.money/api/characters/doctoroctopus/skills,"{""character"":""Doctor Octopus"",""characterId"":""doctoroctopus"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""100173101""}"
appearance-ability:doctoroctopus:tier-2-passive,doctoroctopus,passive,Tier-2 Passive,100177001,Tentacle Upgrade,0,,,icon_drocto_skill70,2,https://thanosvibs.money/api/characters/doctoroctopus/skills,"{""character"":""Doctor Octopus"",""characterId"":""doctoroctopus"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""100177001""}"
appearance-ability:doctoroctopus1:leader-skill,doctoroctopus1,leader,Leader Skill,100172006,Critical Electric Arm,0,All Allies,,icon_drocto_skill20,0,https://thanosvibs.money/api/characters/doctoroctopus1/skills,"{""character"":""Doctor Octopus"",""characterId"":""doctoroctopus"",""uniform"":""Superior Spider-Man"",""baseCharacter"":false,""sourceSkillId"":""100172006""}"
appearance-ability:doctoroctopus1:passive,doctoroctopus1,passive,Passive,100173201,Mutagenic Growth,0,,,icon_drocto_skill04,1,https://thanosvibs.money/api/characters/doctoroctopus1/skills,"{""character"":""Doctor Octopus"",""characterId"":""doctoroctopus"",""uniform"":""Superior Spider-Man"",""baseCharacter"":false,""sourceSkillId"":""100173201""}"
appearance-ability:doctoroctopus1:tier-2-passive,doctoroctopus1,passive,Tier-2 Passive,100177101,Superior Spider,0,,,icon_drocto_skill71,2,https://thanosvibs.money/api/characters/doctoroctopus1/skills,"{""character"":""Doctor Octopus"",""characterId"":""doctoroctopus"",""uniform"":""Superior Spider-Man"",""baseCharacter"":false,""sourceSkillId"":""100177101""}"
appearance-ability:doctoroctopus1:uniform-passive,doctoroctopus1,uniform_effect,Uniform Passive,100175001,Superior Spider-Man,8,,when dodging,doctoroctopus1,3,https://thanosvibs.money/api/characters/doctoroctopus1/skills,"{""character"":""Doctor Octopus"",""characterId"":""doctoroctopus"",""uniform"":""Superior Spider-Man"",""baseCharacter"":false,""sourceSkillId"":""100175001""}"
